standard_dev,comment,source,perspective_score,comment_ID,avg_rating,rating_number,toxic_score,is_profane,is_threat,is_identity_attack,is_insult,is_sexual_harassment,gender,race,technology_impact,uses_media_social,uses_media_news,uses_media_video,uses_media_forums,personally_seen_toxic_content,personally_been_target,identify_as_transgender,toxic_comments_problem,education,age_range,lgbtq_status,political_affilation,is_parent,religion_important,fine_to_see_online,remove_from_online,rating_number,toxic_score,is_profane,is_threat,is_identity_attack,is_insult,is_sexual_harassment,gender,race,technology_impact,uses_media_social,uses_media_news,uses_media_video,uses_media_forums,personally_seen_toxic_content,personally_been_target,identify_as_transgender,toxic_comments_problem,education,age_range,lgbtq_status,political_affilation,is_parent,religion_important,fine_to_see_online,remove_from_online,rating_number,toxic_score,is_profane,is_threat,is_identity_attack,is_insult,is_sexual_harassment,gender,race,technology_impact,uses_media_social,uses_media_news,uses_media_video,uses_media_forums,personally_seen_toxic_content,personally_been_target,identify_as_transgender,toxic_comments_problem,education,age_range,lgbtq_status,political_affilation,is_parent,religion_important,fine_to_see_online,remove_from_online,rating_number,toxic_score,is_profane,is_threat,is_identity_attack,is_insult,is_sexual_harassment,gender,race,technology_impact,uses_media_social,uses_media_news,uses_media_video,uses_media_forums,personally_seen_toxic_content,personally_been_target,identify_as_transgender,toxic_comments_problem,education,age_range,lgbtq_status,political_affilation,is_parent,religion_important,fine_to_see_online,remove_from_online,rating_number,toxic_score,is_profane,is_threat,is_identity_attack,is_insult,is_sexual_harassment,gender,race,technology_impact,uses_media_social,uses_media_news,uses_media_video,uses_media_forums,personally_seen_toxic_content,personally_been_target,identify_as_transgender,toxic_comments_problem,education,age_range,lgbtq_status,political_affilation,is_parent,religion_important,fine_to_see_online,remove_from_online
1.019803903,Police should be allowed to shoot dirty democrats,twitter,0.8674504,3358_5,2.6,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,Male,White,Somewhat negative,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,No,Frequently a problem,Some college but no degree,55 - 64,Heterosexual,Independent,No,Somewhat important,I would never want to see it,It depends on the context,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,Male,White,Somewhat negative,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,Occasionally a problem,Associate degree in college (2-year),25 - 34,Heterosexual,Conservative,Yes,Somewhat important,I would never want to see it,This comment should be removed,3,3,FALSE,TRUE,TRUE,FALSE,FALSE,Female,White,Very positive,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Somewhat important,I would never want to see it,This comment should be removed,4,3,FALSE,TRUE,TRUE,FALSE,FALSE,Female,Asian,Somewhat positive,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),35 - 44,Heterosexual,Liberal,Yes,Not too important,I would never want to see it,This comment should be removed,5,4,FALSE,TRUE,TRUE,FALSE,FALSE,Female,White,Somewhat positive,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,No,Rarely a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Conservative,Yes,Very important,I would never want to see it,This comment should be removed
1.2,i hate the snake and im going to kill it,twitter,0.6519473,2837_20,2.4,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Occasionally a problem,Master's degree,25 - 34,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be removed,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,Female,White,Somewhat positive,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,No,Occasionally a problem,High school graduate (high school diploma or equivalent including GED),25 - 34,Bisexual,Liberal,No,Not important,I would never want to see it,It depends on the context,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,Male,Asian,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),35 - 44,Heterosexual,Independent,Prefer not to say,Not important,I would never want to see it,It depends on the context,4,1,FALSE,TRUE,FALSE,FALSE,FALSE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,No,Rarely a problem,Associate degree in college (2-year),25 - 34,Bisexual,Independent,No,Not important,This is fine for me to see,This comment should be allowed,5,3,FALSE,TRUE,FALSE,FALSE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,Rarely a problem,Associate degree in college (2-year),35 - 44,Heterosexual,Independent,No,Somewhat important,It depends on the context,It depends on the context
0.4,FUCK THE POLICE TIL THEY DEAD,twitter,0.9811738,4083_11,3.8,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,Occasionally a problem,Master's degree,55 - 64,Heterosexual,Conservative,Yes,Very important,I would never want to see it,This comment should be removed,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,Male,White,Very positive,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,No,Rarely a problem,Master's degree,25 - 34,Heterosexual,Independent,No,Very important,This is fine for me to see,This comment should be removed,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,Female,Black or African American,Very positive,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Rarely a problem,High school graduate (high school diploma or equivalent including GED),45 - 54,Heterosexual,Liberal,Yes,Not important,I would never want to see it,This comment should be removed,4,4,TRUE,TRUE,TRUE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,Some college but no degree,25 - 34,Heterosexual,Conservative,Yes,Somewhat important,I would never want to see it,This comment should be removed,5,3,FALSE,TRUE,TRUE,FALSE,FALSE,Male,Other,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,High school graduate (high school diploma or equivalent including GED),35 - 44,Heterosexual,Independent,No,Somewhat important,I would never want to see it,This comment should be removed
0.4898979486,Something needs to be done about Obama's implants and get get rid of these un American Muzzies.,twitter,0.66553557,4545_6,3.6,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,Bachelor's degree in college (4-year),65 or older,Heterosexual,Independent,Yes,Not important,I would never want to see it,This comment should be removed,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,Female,White,Somewhat positive,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),65 or older,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be removed,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,Male,White,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Frequently a problem,Some college but no degree,25 - 34,Heterosexual,Liberal,No,Somewhat important,It depends on the context,This comment should be removed,4,4,FALSE,TRUE,TRUE,FALSE,FALSE,Nonbinary,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,Very frequently a problem,Some college but no degree,18 - 24,Bisexual,Liberal,No,Not important,I would never want to see it,This comment should be removed,5,3,FALSE,FALSE,TRUE,FALSE,FALSE,Female,White,Neutral Ã¢Â€Â“ neither positive nor negative,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Rarely a problem,High school graduate (high school diploma or equivalent including GED),18 - 24,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be allowed
1.166190379,Women are not to be trusted. Just cannot be relied on to do as they're told.,twitter,0.44546175,5388_17,2.8,1,4,FALSE,FALSE,TRUE,TRUE,FALSE,Male,Black or African American,Somewhat positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Somewhat important,I would never want to see it,This comment should be removed,2,4,FALSE,FALSE,TRUE,FALSE,TRUE,Female,Asian,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,18 - 24,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be removed,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown,White,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,Master's degree,25 - 34,Heterosexual,Prefer not to say,No,Prefer not to say,I would never want to see it,It depends on the context,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,Male,White,Very positive,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Yes,Not a problem,Associate degree in college (2-year),25 - 34,Other,Other,No,Not important,I would never want to see it,This comment should be allowed,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,Female,Asian,Somewhat positive,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),25 - 34,Homosexual,Independent,No,Somewhat important,It depends on the context,It depends on the context
0.4,Wasted money.temple and rituals are burden on hindu. burn a lot of resources. Utterly useless institution. Hindus need to stop this stupidity. We should start weekend meet-up.temple system is primitive. doesn't serve any purpose of current needs of society.,twitter,0.75999105,4849_5,1.2,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Male,White,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Master's degree,25 - 34,Heterosexual,Conservative,No,Somewhat important,This is fine for me to see,This comment should be allowed,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,Female,Black or African American,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Somewhat important,It depends on the context,It depends on the context,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,Female,White,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,No,Occasionally a problem,Associate degree in college (2-year),45 - 54,Heterosexual,Liberal,Yes,Somewhat important,I would never want to see it,This comment should be removed,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,Male,Black or African American,Somewhat negative,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Very frequently a problem,Associate degree in college (2-year),35 - 44,Heterosexual,Liberal,Yes,Very important,It depends on the context,It depends on the context,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,Male,Hispanic,Very positive,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,No,Frequently a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Independent,No,Not important,This is fine for me to see,This comment should be allowed
0.8,Poverty is a consequence of wickedness whether knowingly or unknowingly and it is punishable by Hellfire!,twitter,0.38160768,1137_21,2.6,1,4,FALSE,FALSE,TRUE,TRUE,FALSE,Male,White,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,65 or older,Heterosexual,Liberal,No,Very important,I would never want to see it,This comment should be removed,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Very important,I would never want to see it,This comment should be removed,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,Male,Prefer not to say,Somewhat positive,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Prefer not to say,25 - 34,Heterosexual,Independent,No,Very important,It depends on the context,It depends on the context,4,2,FALSE,FALSE,TRUE,FALSE,FALSE,Male,Prefer not to say,Somewhat positive,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),45 - 54,Heterosexual,Conservative,No,Not too important,I would never want to see it,This comment should be removed,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,Female,White,Somewhat negative,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,25 - 34,Heterosexual,Independent,Yes,Not important,It depends on the context,It depends on the context
1.166190379,✊🏾  Black people will #MakeAmericaGreatAgain 🤣🤣🤣  beat all them mayonnaise 💪🏾✊🏾,twitter,0.6519473,761_8,1.8,1,4,FALSE,TRUE,TRUE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,No,Frequently a problem,High school graduate (high school diploma or equivalent including GED),25 - 34,Heterosexual,Conservative,No,Somewhat important,I would never want to see it,This comment should be removed,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,Female,Black or African American,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,Frequently a problem,High school graduate (high school diploma or equivalent including GED),35 - 44,Heterosexual,Independent,Yes,Not important,It depends on the context,It depends on the context,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,Male,White,Somewhat positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,Associate degree in college (2-year),45 - 54,Heterosexual,Liberal,Yes,Somewhat important,I would never want to see it,This comment should be removed,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,Female,White,Somewhat negative,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,Very frequently a problem,Some college but no degree,45 - 54,Heterosexual,Prefer not to say,Yes,Not important,This is fine for me to see,This comment should be allowed,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,Male,Asian,Somewhat positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Independent,No,Not important,This is fine for me to see,This comment should be allowed
0.4,John Major is a 'has been' for a reason. A pathetic little man 🤨,twitter,0.7450685,2788_9,1.2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,Male,Hispanic,Somewhat negative,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,High school graduate (high school diploma or equivalent including GED),18 - 24,Heterosexual,Conservative,No,Not important,This is fine for me to see,This comment should be allowed,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Frequently a problem,Master's degree,25 - 34,Heterosexual,Independent,Yes,Very important,I would never want to see it,This comment should be removed,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,Male,White,Very positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,High school graduate (high school diploma or equivalent including GED),35 - 44,Heterosexual,Independent,Yes,Not too important,This is fine for me to see,This comment should be allowed,4,1,FALSE,FALSE,FALSE,TRUE,FALSE,Male,White,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Rarely a problem,Bachelor's degree in college (4-year),18 - 24,Heterosexual,Independent,No,Not important,This is fine for me to see,This comment should be allowed,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Very positive,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,Frequently a problem,Associate degree in college (2-year),55 - 64,Heterosexual,Conservative,Yes,Somewhat important,This is fine for me to see,This comment should be allowed
0.4,That cow Lars Veldfest can't even flick the ball 😭 ­ #TotalAFCON2019 tall and useless for nothing.,twitter,0.6182797,4987_14,1.8,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Neutral Ã¢Â€Â“ neither positive nor negative,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,55 - 64,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be removed,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Somewhat negative,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Master's degree,45 - 54,Heterosexual,Independent,Yes,Very important,I would never want to see it,It depends on the context,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,No,Occasionally a problem,Associate degree in college (2-year),35 - 44,Heterosexual,Conservative,No,Very important,This is fine for me to see,This comment should be allowed,4,2,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Occasionally a problem,Bachelor's degree in college (4-year),45 - 54,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be allowed,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,Black or African American,Somewhat positive,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,Associate degree in college (2-year),45 - 54,Heterosexual,Independent,Yes,Very important,This is fine for me to see,It depends on the context
0.4898979486,Shame on #indiacricket what kind of cricket they played against #BlackCaps it's boring and totally failed cricket. Totally extraordinary nothing. #TeamIndia,twitter,0.63306516,2795_22,1.4,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,Male,White,Very positive,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),45 - 54,Heterosexual,Liberal,Yes,Not important,This is fine for me to see,This comment should be allowed,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,35 - 44,Heterosexual,Liberal,No,Somewhat important,This is fine for me to see,This comment should be allowed,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Not too important,It depends on the context,It depends on the context,4,1,FALSE,FALSE,FALSE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Associate degree in college (2-year),35 - 44,Heterosexual,Conservative,Yes,Very important,This is fine for me to see,This comment should be allowed,5,2,FALSE,FALSE,FALSE,TRUE,FALSE,Male,Black or African American,Somewhat positive,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,No,Occasionally a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Very important,It depends on the context,It depends on the context
0.8,My coworker mad af i said she got lice😭 ­ bt she wanna crack a million black jokes! I need a new job🤦¸ #FTweet,twitter,0.7839281,1156_6,3.4,1,4,FALSE,FALSE,TRUE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,No,Occasionally a problem,Bachelor's degree in college (4-year),55 - 64,Heterosexual,Liberal,No,Very important,I would never want to see it,This comment should be removed,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,Female,White,Somewhat negative,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,No,Frequently a problem,Some college but no degree,35 - 44,Heterosexual,Independent,Yes,Very important,It depends on the context,It depends on the context,3,4,FALSE,FALSE,TRUE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Frequently a problem,Associate degree in college (2-year),25 - 34,Heterosexual,Independent,No,Not important,I would never want to see it,This comment should be removed,4,4,TRUE,FALSE,FALSE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),35 - 44,Heterosexual,Conservative,Yes,Very important,It depends on the context,It depends on the context,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,Male,Asian,Very positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,High school graduate (high school diploma or equivalent including GED),25 - 34,Heterosexual,Conservative,No,Somewhat important,It depends on the context,This comment should be removed
1.2,Jesus was a bigger racist than trump,twitter,0.76059425,3135_13,2.4,1,3,TRUE,FALSE,TRUE,TRUE,FALSE,Female,White,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Very frequently a problem,Associate degree in college (2-year),35 - 44,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be allowed,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,Female,Black or African American,Very positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),18 - 24,Heterosexual,Conservative,No,Very important,It depends on the context,This comment should be allowed,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,Black or African American,Somewhat negative,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Very frequently a problem,Bachelor's degree in college (4-year),18 - 24,Heterosexual,Other,No,Very important,I would never want to see it,This comment should be removed,4,4,FALSE,FALSE,TRUE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Master's degree,25 - 34,Heterosexual,Conservative,No,Very important,I would never want to see it,This comment should be removed,5,1,TRUE,FALSE,FALSE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Yes,Frequently a problem,Master's degree,25 - 34,Bisexual,Liberal,Yes,Somewhat important,This is fine for me to see,It depends on the context
0.4898979486,Deroy Murdock: Salute to America made fools of Trumpophobes,twitter,0.46589994,5018_5,1.4,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,Male,White,Somewhat positive,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,No,Frequently a problem,Master's degree,55 - 64,Heterosexual,Liberal,Yes,Not important,I would never want to see it,This comment should be removed,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,Yes,Very important,It depends on the context,It depends on the context,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,Black or African American,Somewhat positive,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Rarely a problem,Some college but no degree,35 - 44,Heterosexual,Prefer not to say,Yes,Very important,This is fine for me to see,This comment should be allowed,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,Very frequently a problem,Master's degree,35 - 44,Heterosexual,Liberal,Yes,Not too important,I would never want to see it,This comment should be removed,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,Female,White,Very positive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,Occasionally a problem,Associate degree in college (2-year),35 - 44,Heterosexual,Independent,No,Very important,I would never want to see it,This comment should be allowed
1.2,I want to spank the sexy ass of poon,twitter,0.8957203,2313_20,2.6,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),45 - 54,Homosexual,Liberal,No,Not important,I would never want to see it,It depends on the context,2,4,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Liberal,No,Very important,I would never want to see it,This comment should be removed,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat positive,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,Rarely a problem,Bachelor's degree in college (4-year),45 - 54,Bisexual,Independent,Yes,Very important,I would never want to see it,This comment should be removed,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),35 - 44,Heterosexual,Liberal,No,Not important,It depends on the context,This comment should be allowed,5,2,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat positive,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,Rarely a problem,Some college but no degree,18 - 24,Heterosexual,Liberal,No,Somewhat important,I would never want to see it,This comment should be removed
1.166190379,On here : you wanna fcck me so bad dont u On IG : I'll make u wanna leave your gf *sends booty pic* No names tho 🤐 🕵🏾‍♂️,twitter,0.74239933,2474_13,2.8,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Master's degree,25 - 34,Heterosexual,Liberal,Yes,Somewhat important,It depends on the context,It depends on the context,2,4,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),25 - 34,Bisexual,Independent,No,Not important,I would never want to see it,This comment should be removed,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,Male,White,Somewhat negative,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Conservative,No,Very important,It depends on the context,It depends on the context,4,3,TRUE,FALSE,FALSE,TRUE,TRUE,Female,White,Somewhat positive,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,No,Occasionally a problem,Bachelor's degree in college (4-year),18 - 24,Heterosexual,Liberal,No,Not important,I would never want to see it,This comment should be removed,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,45 - 54,Heterosexual,Conservative,Yes,Not important,I would never want to see it,This comment should be removed
0.4898979486,take her dress off #bigass #sweetpussy #sexchat @igotcam3 @xxx6chat2,twitter,0.66378385,2701_20,3.6,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat negative,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),25 - 34,Heterosexual,Conservative,No,Very important,I would never want to see it,This comment should be removed,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,Male,White,Somewhat positive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,High school graduate (high school diploma or equivalent including GED),35 - 44,Heterosexual,Independent,No,Very important,I would never want to see it,This comment should be removed,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,Male,Other,Neutral Ã¢Â€Â“ neither positive nor negative,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,Occasionally a problem,Some college but no degree,35 - 44,Heterosexual,Independent,No,Very important,I would never want to see it,It depends on the context,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,Female,White,Somewhat positive,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,Frequently a problem,Bachelor's degree in college (4-year),45 - 54,Heterosexual,Conservative,No,Very important,I would never want to see it,This comment should be removed,5,4,FALSE,TRUE,TRUE,TRUE,TRUE,Female,Black or African American,Very positive,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,Frequently a problem,Bachelor's degree in college (4-year),55 - 64,Heterosexual,Conservative,Yes,Very important,I would never want to see it,This comment should be removed
